"Lack of trust in government is hindering China's response to coronavirus. To what extent is the US vulnerable to the same issue? @nicolewetsman @verge 
https://t.co/mtmXGY48Fm https://t.co/VQ4uYlGDOL",0,Legislation,11
"@Indian__doctor @myogioffice @narendramodi
@PMOIndia
@drharshvardhan
@DrHVoffice
@MoHFW_INDIA
@of_mci

Sir, similarly it is not possible to conduct FMGE. Give 1time exemtion or promote them on d basis of their university exams &amp; use them in COVID19. They r indians

#MCIPromoteMedicosIncludingFMG
#letfmgserve",0,Work,10
Coronavirus: Chicago issues 14-day quarantine for travelers from ‘surge’ states https://t.co/Iad4HVKwum https://t.co/2sMvxEQHg9,1,Quarantine,3
"“If lockdowns were a prescription drug for Covid-19 treatment, the FDA would never have approved it.”
🩺💊👎🏼 https://t.co/iQ4JLHRUsX",1,Lockdown,4
"As hospitals fill, and cases skyrocket, @GovKemp refuses to help GA fight the coronavirus. He can run, but he cannot hide from the truth. https://t.co/RoDECLuQXb",1,Statistics,8
He should serve his quarantine in a cage. https://t.co/4q742Yhmvs,1,Quarantine,3
China coronavirus: Six questions scientists are asking https://t.co/eHCn3Pg0eE,0,Science,7
"@mickheuerman @JasonToews3 @kscully59 @Liz_Wheeler Hospital Whistleblower 1:

https://t.co/FdpcvIKUMu",1,Health,9
"@callmeMFJ (3/4) or else you will continue to receive compliance calls and check-ins. You can do so by sending an email to: 
phac.quarantine.covid19.quarantaine.aspc@canada.ca. Please make sure to provide your full name and date of birth in the email.",0,Quarantine,3
"⚠️SociaI Inequality
⚠️Social Division
⚠️Discrimination
⚠️Privacy
⚠️Human Rights
#NoVaccinePassportsAnywhere #NoMandatoryVaccines https://t.co/n6Zou5snLu",1,Vaccine,1
"Doctors grow frustrated over COVID-19 denial, misinformation https://t.co/L8L08Le8lC",0,Health,9
"UPDATED Coronavirus Guide: If you are travelling, or worried about symptoms, this guide is for you. 

Guide: https://t.co/d0zZvdRQ3w 

#Coronavirus | #LoveQUB | #Wuhan https://t.co/pUL04OMlRc",0,Travel,13
"Coronavirus UK news – Lockdown to RETURN in 11 WEEKS with hospitalisations rising by 2,000 every day, experts fear https://t.co/GayoN3lFyw",0,Lockdown,4
"Are you #stressed? #Relaxing background #ambience for #stressrelief #meditation #mindfulness #wellbeing #therapy #sleep #stressmanagement https://t.co/4ou79DUETI #lockdownmentalhealth 
@ukmindfulness #Bangladesh #covid19 #StaySafe #COVID19 #SocialDistancing  @stylistmagazine",0,Lockdown,4
@juntaowang Rice university is working with a company called Great Basin Scientific on the research of Covid19. That company was a scam and now 100% owned by leading Chinese Bio company Luye.Helping them stealing info and R&amp;D from US. Same guy closed 34 Australian hospitals during pandemic,1,Education,5
John Oliver shames Trump supporter calling COVID-19 ‘fear-mongering’ while holding vigil outside president’s hospital – Raw Story https://t.co/1V4FKPFcg1,1,Health,9
"Wait time for COVID testing @AlliantECenter: 1 hour
Today we are open 8:00am - 4:00pm. Get details on our website: https://t.co/uo5EK7ZJX5 https://t.co/wCXgcpQJlJ",0,Testing,14
"COVID-19 itself could cause blood clots much more often than vaccines, data shows, as regulators wrestle with pausing rollouts https://t.co/yBX6Qb5Ih9 via @Yahoo",0,Vaccine,1
"The Palestinian Authority introduced a curfew across the occupied #WestBank and heavily restricted travel as #COVID19 cases continued to rise.

https://t.co/zbY6jHAnrW https://t.co/EMtJkDuwq8",1,Travel,13
[News] Notice regarding the new strain of coronavirus [second notice] https://t.co/NdBvQUExRY,0,Travel,13
Airline workers face mask resistance with scant government backup - The Washington Post https://t.co/4YAEEaeMjQ,0,Masks,0
"The #Delta variant is not driving a surge in #HospitalizationRates in England, health data shows #Coronavirus #CoronavirusHoax #DeepState #Cabal #HumanRights #Propaganda #Censorship #Covid19 #ScamDemic #LockDown #Tyranny  https://t.co/OhU97njT72 https://t.co/iEamfiUnbe",1,Lockdown,4
"@TooDrunkToFcuk We don't care if you are Asian or White, the policy is that if you are being flown out of of Wuhan you need to be provided with a facility that can house you. That's what's on offer at Christmas Island. People ask to self quarantine have done a poor job following this request.",1,Quarantine,3
"""The man responded by saying he had an exemption to the state’s mask order – and showing Mr Kinsey his gun, holstered on his hip.""

https://t.co/SKyjiO1apH",1,Masks,0
HAWAII AIRPORTS CORONAVIRUS (COVID-19) UPDATES &amp; GUIDELINES https://t.co/9JcQtLSTZ7 #hawaiiairports #hawaii #maui #kauai #bigisland #covid19 #coronavirus #hawaiidepartmentoftransportation #stopcoronavirus #travel #travelingtohawaii #pandemic #nomaskstayhome #visitinghawaii https://t.co/seQWzIwlUR,0,Masks,0
"“Of 469 positive COVID-19 cases, approximately three-quarters — 74%, or 346 cases — were so-called ""breakthrough infections"" among fully-vaccinated...
Seventy-nine percent of that group experienced symptoms, the most common of which being a cough, headache, sore throat, myalgia” https://t.co/S1q9broQJy",0,Symptoms,2
"#BREAKINGNEWS #CORONARVIRUS Treatment has been discovered,Hindu #Mahasabha #President said that Coronavirus can be treated by cow urine, dung.
😃😄😂 https://t.co/qQPdmfXaaA",1,Treatment,6
"Don't buy in to the lies about where the U.S. is with #COVID19. We are still in third world country status. See the most powerful country on earth leading other 3rd world countries in Covid cases and deaths. #MaskMandates 
#VaccineMandate https://t.co/sNObo3lT4I",1,Statistics,8
#Coronavirus outbreak sparks #firstfederalquarantine in #over50years #ArsTechnica https://t.co/8Vou3Bl3Qo @BethMarieMole https://t.co/7RJO1rdlk2,1,Quarantine,3
"@TheFrozenWolf13 That’s very true! Everything can all seem the same, especially with the lockdowns! Lots of things are closed in our city too! There are so many cases of variant COVID-19 here.",0,Lockdown,4
"BREAKING: #CoronavirusOutbreak 

Around 150 British nationals who were trapped in Wuhan, are flying in from China, and arriving at RAF Brize Norton tomorrow morning, then taken on to Arrow Park Hospital in the Wirral, where they will remain for two weeks quarantine and treatment",1,Quarantine,3
"Miami Marlins coronavirus outbreak causes MLB to postpone games https://t.co/aIaUMlw9To via @YouTube 
These tests are INCONCLUSIVE. They only report evidence of CORONA VIRUS. If person had common cold or the FLU in the past 5-10 years they will test positive for the corona virus.",0,Testing,14
"Merck’s COVID-19 pill could carry serious safety concerns, scientists warn https://t.co/pvJmNZSREo #FoxNews",0,Science,7
7 Day US Covid Deaths by County  For MS   2021-09-28:  Covid visualizations give insight into covid-19 thanks to our data scientists and USAFacts #covidvislualizations #coviddata #smcanalytics #covid19 #coronavirus #covid_19 https://t.co/N6wCOZn2Sm,0,Science,7
"@mitsucolt5566 @RatesDiego @XHNews China DOES NOT allow 2nd phase investigation bcoz China cannot handpick pro-China ""scientists"" like @PeterDaszak @MarionKoopmans @TheaKFischer as it did in the 1st phase

China also knows the 2nd phase is very targeted, directly asking for the sequence of Zhoushan bat coronavirus",1,Science,7
"Please help us providing oxygen. Junta will never ask for international helps as he wants people to die. WE NEED HELP FOR COVID-19
@WHO @UNinMyanmar @USEmbassyBurma @ASEAN @RapporteurUn @antonioguterres
#MyanmarNeedsO2
#July11Coup
#WhatsHappeningInMyanmar https://t.co/RBfixUjIcf",1,Health,9
"""Nunavut is a rare jurisdiction in North America that has kept the virus away. The territorial government has been lauded for its efforts, but also criticized by residents for taking extreme measures."" 

What can we learn from them?

https://t.co/1xSSHfML8c",0,Legislation,11
"@CaliforniaGoldx @zarahsultana It's also wrong headed given what we know about #ivermectin. It is a fallacy that we need to lockdown until we've ""vaccinated Britain"".
https://t.co/p72bGRVcGj",1,Lockdown,4
"Latino Empowerment Organizing Network, invites you to participate in a conversation about the vaccines against #COVID19. Physicians and scientists from the Worcester will discuss the importance of vaccines and their safety  and the #vaccination plan for #WorcesterMA https://t.co/VGxF4nx3HX",0,Science,7
@paulreiddublin @HSELive Capacity issues Paul...for balance what was the state of our hospitals in October last year? Did COVID19 create a capacity problem you never had before? Perhaps the @inmo can clarify exactly what the state of the health service was 12mths ago.  As you said look inward not out....,0,Health,9
"Frontline nurses , midwives and health care workers have battled this virus for a year, the least they deserve is adequate protection. 2,500 are getting C19 every week. Time for @HSELive to care for the carers. FFP2 masks locked in a HSE cupboard, protects nobody. Time to act! https://t.co/4e6it3UMAT",0,Masks,0
@Tatnews_Org @The_PattayaNews The ever-changing policies of global governments regarding COVID19 are  an attack on it's citizens.,1,Legislation,11
"The University of Wisconsin System plans to offer nearly $500,000 in scholarships this fall to students who have been vaccinated against the coronavirus.  https://t.co/lPL9nKIyTe",0,Education,5
"https://t.co/yKxrCDAcv5 during #COVID19 #pandemic #lockdowns, creative businesses are unable to use their usual contractual services. #Crefovi’s Annabelle Gauberti, shares some tips on how to terminate contracts, using the legal concept of “force majeure”. #crefovidailyupdates",0,Lockdown,4
"Moderna Inc. Chief Executive Stéphane Bancel said the federal government could authorize emergency use of the company's experimental Covid-19 vaccine in December, if the company gets positive interim results in November from a large clinical trial.
#COVID19 
#stockstowatch",0,Legislation,11
"Unwilling to Accept the Truth and Completely Ignorant of the Science, Trump Plays Down Health Impact Of Virus, Again Predicts It Will Disappear. Remember this in November when you vote! https://t.co/5n3zcsx9D1",1,Science,7
"“We cannot reduce infection rate significantly without adhering to public health advisories such as appropriate wearing of face masks, physical distancing and avoiding crowded places, to avoid the exponential infection rate that sustains #covid19”- @DrEOEhanire #PTFCOVID19",0,Masks,0
"Let's not forget to thank the doctors and nurses xa sesiphumile ezibhedlele. Lento yokubonga amadlozi ethu noYesu qha, and forget about doctors and nurses xa sesiphilile is a malediction!!!

Covid19 is still alive in 2021!",0,Work,10
"Chilling:”When Sarah Pavis, a 36-yr-old engineer in NY, woke up, she was out of breath and her heart was racing..she called 911. It was her 9th day of COVID19 symptoms..an EMS worker explained..her illness was not serious enough to merit hospitalization..to be tested or counted.” https://t.co/kRAYLSMpWb",1,Symptoms,2
@nekogitan Whoops  I guess in a few days covid19 cases will shoot up again there :p,0,Statistics,8
"Recently, I had reported that private hospitals were more trusted for Covid-19 treatment over government run hospitals in Amritsar. Today six died due to oxygen shortage at a private hospital in city. Beds are still vacant at govt hospital. https://t.co/t4yQsUpL6Q",0,Legislation,11
"Kazakhstan: The FCDO no longer advises against all but essential travel to Kazakhstan, based on the current assessment of COVID-19 risks  #TravelAdvice https://t.co/6x5m5ay7zM",0,Travel,13
"@TexasTribune Wish they would spend that much time, money and effort getting Covid-19 vaccines for their constituents!",0,Vaccine,1
"#COVID19

Goa Update |  July 29, 2021

Confirmed Cases: 170900

New cases : 90

Active Cases : 1077

Recovered in last 24 Hrs: 93;  Total: 166679  

Deaths (New) : 02 , Total-3144 

#Unite2FightCorona https://t.co/7WKv2mZVzc",0,Statistics,8
"@youwokedad @danaparish Here’s my RSV thread. This surge has been seen internationally. Some countries started reporting RSV surges in November 2020. It’s bizarre. That it spread so handily in SUMMER should terrify everyone, as winter is coming. https://t.co/47UeCoQmYX",1,Travel,13
Postpone MUHS exams @OfficeofUT #postponemuhsexam https://t.co/Mbvr3kh5gf,0,Work,10
"AVOID ALL OF CHINA: Previously, the agency advised travelers to avoid any non-essential travel to Wuhan or other parts of Hubei province, the center of an international outbreak of a new viral illness. But that didn’t extend to the rest of China. https://t.co/vaJrfJxLFX",0,Travel,13
"There are still from free #books available for UK readers with free postage for #COVID19 #Quarantine #SelfIsolation readers... and we've made a slight change to our home page... stay well!

https://t.co/j6XnSITb4U https://t.co/vO8H8hDdHy",0,Quarantine,3
"Coronavirus: world treating symptoms, not cause of pandemics, says UN | Coronavirus outbreak | The Guardian https://t.co/afkqT1x7Sg",0,Symptoms,2
Did early focus on hand washing and not masks aid spread of Covid-19? https://t.co/EnwD8hpqQ0. The use of masks was downplayed in March because the government knew there was a chronic shortage of PPE at the time. It wasn’t a scientific decision.,0,Masks,0
"Georgia became the fifth state to report a case of the more contagious coronavirus strain, joining Colo., Calif., Fla. and NY. The case was found in an 18-year-old man with no travel history. https://t.co/K7owF8UxfV",1,Travel,13
'It's obscene': NSW Health apologises after Catholic school boys receive Pfizer jabs in 'er… https://t.co/UMrHQ0ogLM,0,Vaccine,1
"Happy to share that beginning tomorrow, Gloucester County will open their first COVID-19 drive through testing site at Rowan College of South Jersey in Deptford. County residents 18 and older with symptoms must call 856-218-4142 to be prescreened. https://t.co/oFS04XiYSC",1,Symptoms,2
Noted elitist scientist @ChelseaClinton weighs in to support censorship. https://t.co/712V2Fs00R,1,Science,7
"UK release: Of 42 players and 21 staffers tested from UK's men's basketball, women's soccer and volleyball teams, three tested positive for active COVID-19 infections through PCR testing and have been quarantined. Three players tested positive for COVID-19 antibodies.",0,Quarantine,3
"Lockdown = Follow-on

● It was an old time favorite act
● No Captain currently believes in imposing it
● Instead, they just continue to bat on &amp; on &amp; consume more time https://t.co/xlBwdZTn2q",1,Lockdown,4
"The latest strain of #coronavirus, a respiratory illness associated with the common cold and pneumonia, has recently spread from China to the United States and Europe. As of 1/26, five travel-related cases in the U.S. have been confirmed by the @CDCgov https://t.co/7vCBM8wQTs",0,Politics,12
"@twvd73 @LanceForman @JuliaHB1 and yet, Eleanor Riley, professor of virology at the University of Edinburgh, said the study data also suggested that people who had recovered from Covid-19 were less likely to transmit the virus to others unknowingly, because natural infection appeared",0,Education,5
BREAKING - Pfizer stand accused of experimenting on orphan babies to test their Covid-19 vaccine https://t.co/afRMibsWYS,1,Vaccine,1
"😊💕 Friends. My new Video 2021. A Resolution to support families Living Covid19 Lockdown with Arthritis Chronic Illness Subscribe 👍 Share my Youtube Channel @open071 @CinRoseQ @TiffanyPonce @alekspaun @Cdngirl87 @melanie_korach @mi_venecia 
https://t.co/GW49uCOMad via @YouTube",0,Lockdown,4
"@jedediahmayii @fill_adam777 @CNNPolitics LMFAO you're literally twisting my words

I'm saying that COVID-19 is still dangerous and the vaccine is important to prevent it's lasting effects. 

I said NOTHING about 3 masks, businesses, schools, or quarantining.",1,Education,5
"CNN: Louisiana State University discovers first case of the Coronavirus at the School’s University Health Clinic, Tuesday January 28

https://t.co/6zFG8M4BAy

The University’s President reports the case is under control

You lsu mf’s need to stay away from me",1,Education,5
"“Imagine being a Wuhan citizen…they can't get any medical treatments…they can only sit and wait to die.” https://t.co/qAnzmnTA89

A #Wuhan citizen speaks out about the #Coronavirus, and says the symptoms do not match what authorities are saying. Follow 👉@EpochTimesChina",1,Symptoms,2
"Travis Tritt cancels shows at venues that require COVID-19 vaccines, negative tests, masks - USA TODAY https://t.co/ZyZTQOsVBk",0,Masks,0
"Only after it’s over? Too late

They’ve chosen to close one eye on this inhumane treatment of foreign workers in Singapore for the longest time

And it has to take someone of stature like Tommy Koh to move this into action https://t.co/99yRLnitl1",1,Treatment,6
"""Imagine a virus - the most terrifying virus you can, and then imagine that you and you alone have the cure. But if your ultimate goal is power, how best to use such a weapon?""
-V for Vendetta https://t.co/h3o94iKXyO",0,Treatment,6
"Myanmar needs urgent help from @WHO, @UN, @UNICEF and other international communities.

JUNTA USES COVID AS WEAPONS
#MyanmarCovidSOS
#StopArrestingDoctors
#SACWantsCovidUncontrollable
#July25Coup
#WhatsHappeningInMyanmar https://t.co/qUZ12GAX0q",1,Health,9
"Oh dear.

🇿🇦 South Africa have reported that they have three positive 🦠 COVID-19 cases in their squad for the 🇯🇵 Tokyo @Olympics and the team will be quarantined until they are given the all-clear. 😔

Get well soon! 🙏🏻🙏🏻🙏🏻

https://t.co/cHcKThebe6",1,Quarantine,3
Looks like there is going to be another crack down by the British Government on those who oppose mandatory house arrest! #coronavirus @pritipatel @BorisJohnson,1,Legislation,11
Kellyanne Conway tested positive for the coronavirus? How? How could she not prevent that - remember its #covid19 not Covid 1. 🙄,1,Testing,14
"Like we don't know this already???!!

BREAKING: New Evidence from Chinese Scientists Suggests Coronavirus Didn't Originate in Food Market (VIDEO) https://t.co/lVW6ZhzZGo via @thinkamericana",1,Science,7
Remove your masks then. https://t.co/Z3BHjP0EPv,0,Masks,0
Scientists say coronavirus can spread 13 FEET from sufferers https://t.co/A5wlphSjDK via @MailOnline,1,Science,7
Vaccines for South Africa? Yes! COVIDIOTS are talking about a garden of onions and garlic https://t.co/CTMqhhSIk2,1,Vaccine,1
Doctor warns thousands who survived COVID-19 are a ticking time bomb #SmartNews  https://t.co/gZBLTwjrEy,0,Health,9
Health Center in Lagos Shuts Down After Workers Test Positive to COVID-19 https://t.co/Foh3kZcWQ6,1,Work,10
"Mr @mlkhattar why are you not using #lockdown in #haryana ?

No #lockdown = More deaths 

Government is not serious on #coronavirus making happy to #Corporate 

How can ppls trust this govt for next election?

#HaryanaFightsWithCorona @IndiaToday #UPDATE #saveus #indianeedoxygen https://t.co/TGA2IPtAu0",1,Lockdown,4
"If Tasmania's coronavirus lockdown is extended as other states open up, Peter Gutwein could face scrutiny he's so far avoided

""He's urged police officers to ""throw the book"" at the man ...""
https://t.co/vdWysBRmLE",0,Lockdown,4
"Before you know it, Gov's will eventually not require any vaccinations of any kind for places like schools. Bringing back 3rd world illnesses at this rate 🙄New 'medical freedom' law outlaws requiring COVID-19 vaccine to access public spaces https://t.co/hlD8qk91uT via @Yahoo",1,Education,5
"Honestly, at this point, continued flouting of mask and social gathering SOPs should be criminal. Throw some of these rich bastards having birthdays and iftar parties in jail. Caning a few poor people is bullshit. Cane the rich. @Asad_Umar @ImranKhanPTI @fslsltn https://t.co/9bzBHgcMaU",1,Masks,0
"A single dose of the COVID-19 vaccine made by either Pfizer or AstraZeneca cuts a person’s risk of transmitting SARS-CoV-2 to their closest contacts by as much as half, according to an analysis of more than 365,000 households in the United Kingdom. via /… https://t.co/AU7MxDUonr",0,Vaccine,1
South Korean evacuees from Wuhan welcomed to quarantine centers https://t.co/gzv4rKuiA2,0,Quarantine,3
"Thank Goodness… 

We have long awaited the elusive, hopefully free, easily obtained, #RapidTests 

This is another essential Tool for our Avoid #Covid HealthKits. https://t.co/7hUSNqjWJl",0,Testing,14
Coronavirus live updates: Cases spread as nations pull out citizens from Wuhan https://t.co/Q5tV6NA1Tm https://t.co/BO5XxCQCCM,0,Statistics,8
@GovernmentZA @DBE_SA are yall gonna ignore them? https://t.co/2Wjf88UnnE,1,Politics,12
They Resisted Vaccines. Here's Why They Changed Their Minds. - The New York Times https://t.co/v46ok0kKwE,0,Vaccine,1
Hopkinton Public Schools superintendent Carol Cavanaugh  has a simple request for community members during the COVID-19 pandemic -- stay off courts and fields during school. Learn more...https://t.co/VeLGW7BNqZ,0,Education,5
"It’s rare, but some COVID patients develop severe psychotic symptoms https://t.co/UfzvPsFCaE #auspol #qldpol #nswpol #vicpol",0,Symptoms,2
"The #NHS is short 100,000 staff overall including 40,000 #Nurses. Yet they struggle to deal with the #Covid19 #pandemic for us all.

NHS staff fears of speaking out https://t.co/82Oo1SdvAl via @UKChange",0,Work,10
Romelu Lukaku reveals ’23 out of 25 Inter Milan players’ had coronavirus symptoms in January https://t.co/kaLKmKmGAw https://t.co/XzwjzqdKGH,1,Symptoms,2
"BC COVID-19 Outbreak 🚨 - Brocklehurst Gemstone Care Jan 13. 4 residents tested positive.

#BCCOVID19 #COVID19BC #COVIDBC #BCCovid19

https://t.co/psOATykonS

https://t.co/GXXSUZbQxr",0,Testing,14
"@GinSecurities What's amazing to me is how Wuhan is supposed to quarantined, but flights are airlifting people out, dispersing them across China and around the world. Not exactly how quarantines work. Or used to work when governments had more sense.",1,Quarantine,3
"#COVID19 #EU has called on member states to ramp up COVID-19 diagnostic capacity in hospitals, care centres and special test facilities to ease the continent’s exit from stringent lockdowns. It places mass testing and data gathering at core of COVID-19 recovery plan @eliudkibii",0,Health,9
"The British evacuation flight from Wuhan landed in the UK and no passengers showed symptoms of the #coronavirus as of now.
Russia is also planning to evacuate it's citizens from two Chinese cities. @karenlsweeney #coronavirusuk 
https://t.co/uGa7rd5IQU",1,Symptoms,2
"#ALERT: Queensland has recorded two new locally acquired cases of #coronavirus overnight after more than 8,000 tests.

The first case was detected in home quarantine, while the second was detected after arriving in #Brisbane from interstate. #9News",0,Quarantine,3
Coronavirus Symptoms: What Are They and Should I See a Doctor? https://t.co/4KLoz32Zhm,0,Symptoms,2
"Between being against mask and vaccine mandates, and spreading vaccine misinformation, Republicans actually seem determined to not cancel the coronavirus pandemic. https://t.co/D1CcX8lBOH",1,Masks,0
@realDonaldTrump You stupid fool. I am amazed at the ridiculous statements you make that are lies. You have caused so much suffering among the USA due to Covid19 illnesses as well as deaths. Your inability to foresee how this disease was to play out demonstrates your ignorance of science.,1,Science,7
"@DottieW08485010 @D_dizzle77 @Caseyscameron @prageru On July 13, 2020 John Hopkins university stated “the U.S. had conducted more Covid-19 tests than any other country”....these r not alternative facts.  It’s John Hopkins!",1,Education,5
@RealLoriJT @crabb_vicki @JimeeLiberty @TweetOfSteiner @provaxtexan @MsTrixter @Tex_968 @Monstercoyliar @Bosky83 @zeetubes @SkepticalMutant @AndrewLazarus4 @Fleur_Ru11 @melcake1000 @AkireTe @MaureenStroud @Kathmarval @AJL037 @SultaneAlexand1 @michaelbranniga @WendyOrent @IamTybalt79 @GeoffSchuler @TakethatCt @FactPhily @ItsScienceJim @T33879 @TonyBaduy @MichaelBuerger8 @CptMutant @StephenBevan15 @Tony__Heller @andylumm @OldIowaGirl @realPitBullDog @ActivistChick7 @RickLazzarini @krebiozen @Ryanleitch18 @Sallysheeple @AndrewBowdenSm1 @MrDarcy1815 @Shared_facts @LargeCoffee2Go @21WIRE @SeriousSkeptic @nomyhutch @zinlo22 @77777rep @rdqBlueRidge Covid 19 is not a coronavirus.,1,Science,7
Canada looking to help 126 Canadians quarantined in China for coronavirus | https://t.co/FxH2rRlyOe https://t.co/ZKkLVbsKf1,0,Quarantine,3
"@realDonaldTrump is now accusing US doctors of inflating Covid-19 case and death rates because they get more money. And if that isn't a clue as to how little he knows about the functioning of our healthcare system, I dont know what is.",1,Health,9
"@WRADIOMexico @asilascosasw Mapping health worker deaths from COVID-19

https://t.co/X7rQXo59r4

#Mexico 
#CDMZ 
#COVID19mx https://t.co/1hQBFeSruI",0,Work,10
"An antiviral task force will develop treatments for #COVID19 patients including taking tablets at home, according to BoJo. So is it being treated like flu now? I don’t think a lemsip is going to cut it.",0,Treatment,6
#ThingsToDo during the #CoronaVirus #Quarantine. Number 76.  Why not build yourself a boat and set sail for a new horizon?  (GGadgets) https://t.co/IlmQGiXbJE,0,Quarantine,3
"Riot police broke up a New Year's Eve rave in an abandoned warehouse today near Barcelona in Spain, where 300 people had been partying for over 40 hours. 
https://t.co/kT6pt8xb7O",1,Legislation,11
Coronavirus outbreak: China reaches out to India for N95 masks https://t.co/48rLJYijAI https://t.co/4t9J6ygsmg,0,Masks,0
"Read the full media coverage to know how #Hospitals and #Doctors are confident of dealing with the #2ndwave of #pandemic by Dr. Akshay Budhraja
#Aakashhealthcare #covid19 #socialdistancing #covid #corona #coronavirus #stayhome #quarantine #staysafe #jantacurfew #indiafightscorona https://t.co/rwmPx77ucp",0,Quarantine,3
How long will coronavirus vaccines protect people? https://t.co/sLVwCr499v,0,Vaccine,1
COVID-19 outbreaks in Baltimore-area schools on the rise; 6% of students at one St. Mary’s County middle school have tested positive. https://t.co/UIQSMetJ4p,0,Education,5
"@IMO_IRL 
1200 on webinar re Covid19 vaccine.
Huge appetite to get this going.
Huge thanks to @HSELive 

Our union continues to lead. 
Important to consider joing if not a member.
@gpbuddy @ICGPnews @MPSdoctorsIRE @MedisecIreland @MedCouncilIRL @roinnslainte @HSEImm @hpscireland",0,Health,9
"@horak_jana @Mrs_Y_ @devisridhar It's NOT airborne, please stop using this term.  Covid-19 is transmitted the exact same way as every other respiratory disease.  You catch it if someone sneezes or coughs within 2 mtrs.  Airborne diseases are EXTREMELY RARE and Covid-19 isn't one of them.  STOP SCAREMONGERING!",0,Politics,12
"#covid19 1 year

Houston hospitals where at capacity,  other cities where catching up, facist president #trump wanted schools reopened https://t.co/OzxZHWarJL",1,Education,5
"First meme by me 😂
#ufo2020 #Israel #COVID19 #RSSinAction #BanRSS #Memes #Politics #political https://t.co/GeG1EneWjh",1,Politics,12
"@startchangeri @ilana_calderon @GovRaimondo Don't worry, come tax time, @govraimondo will balance the budget using the tax penalty dollars from  all the rhode islanders who lost their insurance due to covid19 unemployment and state lockdown. She is a sharp cookie for sure.",1,Lockdown,4
"@SkyNews UK Summary 

Last updated on Monday 12 July 2021 at 4:00pm.

Coronavirus (COVID-19) in the UK 

Deaths within 28 days of positive test. 
Daily
6

Total Deaths 
128,431

Cases. People tested positive.
Daily 
34,471 https://t.co/iBHIS3jcDK",0,Statistics,8
"@garnetsiren Ohhh Brie, I’m very sorry you’re being pushed so hard and I do hope Aussies understand just what strain our healthcare workers are facing. 
You should be getting additional breaks because of PPE. your face shouldn’t be injured. This is horrible. Ps antivaxxers wont be won over :/ https://t.co/sBmUv2ZSBB",0,Work,10
People with Suspected COVID-19 Symptoms Were More Likely Depressed and Had Lower Health-Related Quality of Life: The Potential Benefit of Health Literacy. https://t.co/j6KPtiS8ay,0,Symptoms,2
"Israel on Sunday lifted the requirement to wear masks outside and fully reopened its education system, as the number of coronavirus cases continues to drop in the country. https://t.co/jzidBa4oak",1,Masks,0
"Georgia Covid-19 UPDATE - In an effort to keep our readers up-to-date with the latest number of cases in Georgia and N.C., Fetch Your News will continually be updating this article with the most recent updates.

https://t.co/pUIgLgBpnU",0,Statistics,8
COVID-19: Ed Sheeran tests positive for coronavirus – but says he will gig from home https://t.co/xjeIhBeCyj,0,Testing,14
"U.S. Hits Highest Number of Daily New Coronavirus Cases in the World Again: Nearly 80,000 https://t.co/YrTlJBJO3N via @thedailybeast Thanks to Covidiots and maskholes. I don't know why but I'm never not shocked at how stupid the people in this country truly are. @StephMillerShow",0,Masks,0
Family members of Pfizer staff in Ireland to receive Covid-19 vaccines https://t.co/oLsAZePuhw,0,Vaccine,1
Proud of @BSUH_NHS to be one of the first sites to roll log the Oxford vaccine. Great work from so many. @TheKatyJackson @wshtchiefexec https://t.co/fupaivvAtH,0,Health,9
Poland’s PM tests negative for COVID-19 https://t.co/cPCX659YAQ,0,Testing,14
